dataStreamId|2021-01-21 00:00:00|3.052200|0|0
dataStreamId|2021-01-21 01:00:00|1.713600|0|0
dataStreamId|2021-01-21 02:00:00|1.684200|0|0
dataStreamId|2021-01-21 03:00:00|2.924400|0|0
dataStreamId|2021-01-21 04:00:00|1.774800|0|0
dataStreamId|2021-01-21 05:00:00|3.858000|0|0
dataStreamId|2021-01-21 06:00:00|1.953600|0|0
dataStreamId|2021-01-21 07:00:00|2.477400|0|0
dataStreamId|2021-01-21 08:00:00|2.747400|0|0
dataStreamId|2021-01-21 09:00:00|2.716200|0|0
dataStreamId|2021-01-21 10:00:00|3.967200|0|0
dataStreamId|2021-01-21 11:00:00|2.600400|0|0
dataStreamId|2021-01-21 12:00:00|3.660000|0|0
dataStreamId|2021-01-21 13:00:00|3.774600|0|0
dataStreamId|2021-01-21 14:00:00|5.671800|0|0
dataStreamId|2021-01-21 15:00:00|4.641000|0|0
dataStreamId|2021-01-21 16:00:00|2.734800|0|0
dataStreamId|2021-01-21 17:00:00|6.064800|0|0
dataStreamId|2021-01-21 18:00:00|3.364800|0|0
dataStreamId|2021-01-21 19:00:00|5.313000|0|0
dataStreamId|2021-01-21 20:00:00|2.905200|0|0
dataStreamId|2021-01-21 21:00:00|4.120800|0|0
dataStreamId|2021-01-21 22:00:00|2.676600|0|0
dataStreamId|2021-01-21 23:00:00|3.909600|0|0
dataStreamId|2021-01-22 00:00:00|4.252200|0|0
dataStreamId|2021-01-22 01:00:00|1.693800|0|0
dataStreamId|2021-01-22 02:00:00|1.654800|0|0
dataStreamId|2021-01-22 03:00:00|2.929200|0|0
dataStreamId|2021-01-22 04:00:00|1.558800|0|0
dataStreamId|2021-01-22 05:00:00|2.698200|0|0
dataStreamId|2021-01-22 06:00:00|2.206200|0|0
dataStreamId|2021-01-22 07:00:00|2.035800|0|0
dataStreamId|2021-01-22 08:00:00|4.094400|0|0
dataStreamId|2021-01-22 09:00:00|2.864400|0|0
dataStreamId|2021-01-22 10:00:00|1.743000|0|0
dataStreamId|2021-01-22 11:00:00|3.008400|0|0
dataStreamId|2021-01-22 12:00:00|3.115200|0|0
dataStreamId|2021-01-22 13:00:00|2.017800|0|0
dataStreamId|2021-01-22 14:00:00|1.728600|0|0
dataStreamId|2021-01-22 15:00:00|3.135000|0|0
dataStreamId|2021-01-22 16:00:00|1.783200|0|0
dataStreamId|2021-01-22 17:00:00|3.439200|0|0
dataStreamId|2021-01-22 18:00:00|4.683000|0|0
dataStreamId|2021-01-22 19:00:00|6.742200|0|0
dataStreamId|2021-01-22 20:00:00|4.713000|0|0
dataStreamId|2021-01-22 21:00:00|4.383600|0|0
dataStreamId|2021-01-22 22:00:00|1.814400|0|0
dataStreamId|2021-01-22 23:00:00|2.175000|0|0
dataStreamId|2021-01-23 00:00:00|3.060600|0|0
dataStreamId|2021-01-23 01:00:00|1.716000|0|0
dataStreamId|2021-01-23 02:00:00|1.668000|0|0
dataStreamId|2021-01-23 03:00:00|2.728800|0|0
dataStreamId|2021-01-23 04:00:00|1.624800|0|0
dataStreamId|2021-01-23 05:00:00|2.558400|0|0
dataStreamId|2021-01-23 06:00:00|2.098800|0|0
dataStreamId|2021-01-23 07:00:00|1.614600|0|0
dataStreamId|2021-01-23 08:00:00|3.085200|0|0
dataStreamId|2021-01-23 09:00:00|3.363600|0|0
dataStreamId|2021-01-23 10:00:00|1.599600|0|0
dataStreamId|2021-01-23 11:00:00|2.782800|0|0
dataStreamId|2021-01-23 12:00:00|2.262000|0|0
dataStreamId|2021-01-23 13:00:00|2.059200|0|0
dataStreamId|2021-01-23 14:00:00|1.530600|0|0
dataStreamId|2021-01-23 15:00:00|2.808000|0|0
dataStreamId|2021-01-23 16:00:00|1.558800|0|0
dataStreamId|2021-01-23 17:00:00|2.461200|0|0
dataStreamId|2021-01-23 18:00:00|4.566600|0|0
dataStreamId|2021-01-23 19:00:00|4.088400|0|0
dataStreamId|2021-01-23 20:00:00|4.624200|0|0
dataStreamId|2021-01-23 21:00:00|6.030000|0|0
dataStreamId|2021-01-23 22:00:00|3.880200|0|0
dataStreamId|2021-01-23 23:00:00|1.647000|0|0
dataStreamId|2021-01-24 00:00:00|1.663800|0|0
dataStreamId|2021-01-24 01:00:00|2.892600|0|0
dataStreamId|2021-01-24 02:00:00|2.358600|0|0
dataStreamId|2021-01-24 03:00:00|1.585200|0|0
dataStreamId|2021-01-24 04:00:00|1.714200|0|0
dataStreamId|2021-01-24 05:00:00|3.394200|0|0
dataStreamId|2021-01-24 06:00:00|3.594000|0|0
dataStreamId|2021-01-24 07:00:00|2.572800|0|0
dataStreamId|2021-01-24 08:00:00|3.845400|0|0
dataStreamId|2021-01-24 09:00:00|2.561400|0|0
dataStreamId|2021-01-24 10:00:00|2.426400|0|0
dataStreamId|2021-01-24 11:00:00|3.775800|0|0
dataStreamId|2021-01-24 12:00:00|3.388800|0|0
dataStreamId|2021-01-24 13:00:00|2.605800|0|0
dataStreamId|2021-01-24 14:00:00|2.520000|0|0
dataStreamId|2021-01-24 15:00:00|3.550800|0|0
dataStreamId|2021-01-24 16:00:00|5.004000|0|0
dataStreamId|2021-01-24 17:00:00|5.902200|0|0
dataStreamId|2021-01-24 18:00:00|2.092200|0|0
dataStreamId|2021-01-24 19:00:00|2.685600|0|0
dataStreamId|2021-01-24 20:00:00|1.731600|0|0
dataStreamId|2021-01-24 21:00:00|1.669800|0|0
dataStreamId|2021-01-24 22:00:00|2.751600|0|0
dataStreamId|2021-01-24 23:00:00|4.875000|0|0
dataStreamId|2021-01-25 00:00:00|2.340600|0|0
dataStreamId|2021-01-25 01:00:00|1.643400|0|0
dataStreamId|2021-01-25 02:00:00|2.871000|0|0
dataStreamId|2021-01-25 03:00:00|1.615200|0|0
dataStreamId|2021-01-25 04:00:00|1.499400|0|0
dataStreamId|2021-01-25 05:00:00|3.039000|0|0
dataStreamId|2021-01-25 06:00:00|1.851600|0|0
dataStreamId|2021-01-25 07:00:00|1.688400|0|0
dataStreamId|2021-01-25 08:00:00|2.237400|0|0
