customerId|contractId|premiseId|dataStreamId|1595548800|4|0|0
customerId|contractId|premiseId|dataStreamId|1595635200|2|0|0
customerId|contractId|premiseId|dataStreamId|1595721600|2|0|0
customerId|contractId|premiseId|dataStreamId|1595808000|4|0|0
customerId|contractId|premiseId|dataStreamId|1595894400|2|0|0
customerId|contractId|premiseId|dataStreamId|1595980800|2|0|0
customerId|contractId|premiseId|dataStreamId|1596067200|2|0|0
customerId|contractId|premiseId|dataStreamId|1596153600|2|0|0
customerId|contractId|premiseId|dataStreamId|1596240000|2|0|0
customerId|contractId|premiseId|dataStreamId|1596326400|2|0|0
customerId|contractId|premiseId|dataStreamId|1596412800|2|0|0
customerId|contractId|premiseId|dataStreamId|1596499200|0|0|0
customerId|contractId|premiseId|dataStreamId|1596585600|2|0|0
customerId|contractId|premiseId|dataStreamId|1596672000|2|0|0
customerId|contractId|premiseId|dataStreamId|1596758400|2|0|0
customerId|contractId|premiseId|dataStreamId|1596844800|2|0|0
customerId|contractId|premiseId|dataStreamId|1596931200|4|0|0
customerId|contractId|premiseId|dataStreamId|1597017600|2|0|0
customerId|contractId|premiseId|dataStreamId|1597104000|4|0|0
customerId|contractId|premiseId|dataStreamId|1597190400|4|0|0
customerId|contractId|premiseId|dataStreamId|1597276800|2|0|0
customerId|contractId|premiseId|dataStreamId|1597363200|2|0|0
customerId|contractId|premiseId|dataStreamId|1597449600|4|0|0
customerId|contractId|premiseId|dataStreamId|1597536000|2|0|0
customerId|contractId|premiseId|dataStreamId|1597622400|2|0|0
customerId|contractId|premiseId|dataStreamId|1597708800|2|0|0
customerId|contractId|premiseId|dataStreamId|1597795200|2|0|0
customerId|contractId|premiseId|dataStreamId|1597881600|2|0|0
customerId|contractId|premiseId|dataStreamId|1597968000|2|0|0
customerId|contractId|premiseId|dataStreamId|1598054400|4|0|0
customerId|contractId|premiseId|dataStreamId|1598140800|2|0|0
customerId|contractId|premiseId|dataStreamId|1598227200|2|0|0
customerId|contractId|premiseId|dataStreamId|1598313600|4|0|0
customerId|contractId|premiseId|dataStreamId|1598400000|2|0|0
customerId|contractId|premiseId|dataStreamId|1598486400|2|0|0
customerId|contractId|premiseId|dataStreamId|1598572800|4|0|0
customerId|contractId|premiseId|dataStreamId|1598659200|2|0|0
customerId|contractId|premiseId|dataStreamId|1598745600|2|0|0
customerId|contractId|premiseId|dataStreamId|1598832000|2|0|0
customerId|contractId|premiseId|dataStreamId|1598918400|2|0|0
customerId|contractId|premiseId|dataStreamId|1599004800|2|0|0
customerId|contractId|premiseId|dataStreamId|1599091200|2|0|0
customerId|contractId|premiseId|dataStreamId|1599177600|2|0|0
customerId|contractId|premiseId|dataStreamId|1599782400|0|0|0
customerId|contractId|premiseId|dataStreamId|1599868800|2|0|0
customerId|contractId|premiseId|dataStreamId|1599955200|2|0|0
customerId|contractId|premiseId|dataStreamId|1600041600|2|0|0
customerId|contractId|premiseId|dataStreamId|1600128000|2|0|0
customerId|contractId|premiseId|dataStreamId|1600214400|4|0|0
customerId|contractId|premiseId|dataStreamId|1600300800|2|0|0
customerId|contractId|premiseId|dataStreamId|1600387200|4|0|0
customerId|contractId|premiseId|dataStreamId|1600473600|4|0|0
customerId|contractId|premiseId|dataStreamId|1600560000|2|0|0
customerId|contractId|premiseId|dataStreamId|1600646400|2|0|0
customerId|contractId|premiseId|dataStreamId|1600732800|4|0|0
customerId|contractId|premiseId|dataStreamId|1600819200|2|0|0
customerId|contractId|premiseId|dataStreamId|1600905600|2|0|0
customerId|contractId|premiseId|dataStreamId|1600992000|2|0|0
customerId|contractId|premiseId|dataStreamId|1601078400|2|0|0
customerId|contractId|premiseId|dataStreamId|1601164800|2|0|0
customerId|contractId|premiseId|dataStreamId|1601251200|2|0|0
customerId|contractId|premiseId|dataStreamId|1601337600|4|0|0
customerId|contractId|premiseId|dataStreamId|1601424000|2|0|0
customerId|contractId|premiseId|dataStreamId|1601510400|2|0|0
customerId|contractId|premiseId|dataStreamId|1601596800|2|0|0
customerId|contractId|premiseId|dataStreamId|1601683200|2|0|0
customerId|contractId|premiseId|dataStreamId|1601769600|2|0|0
customerId|contractId|premiseId|dataStreamId|1601856000|2|0|0
customerId|contractId|premiseId|dataStreamId|1601942400|2|0|0
customerId|contractId|premiseId|dataStreamId|1602028800|4|0|0
customerId|contractId|premiseId|dataStreamId|1602115200|2|0|0
customerId|contractId|premiseId|dataStreamId|1602201600|2|0|0
customerId|contractId|premiseId|dataStreamId|1602288000|4|0|0
customerId|contractId|premiseId|dataStreamId|1602374400|2|0|0
customerId|contractId|premiseId|dataStreamId|1602460800|2|0|0
customerId|contractId|premiseId|dataStreamId|1602547200|2|0|0
customerId|contractId|premiseId|dataStreamId|1602633600|4|0|0
customerId|contractId|premiseId|dataStreamId|1602720000|2|0|0
customerId|contractId|premiseId|dataStreamId|1602806400|2|0|0
customerId|contractId|premiseId|dataStreamId|1602892800|2|0|0
customerId|contractId|premiseId|dataStreamId|1602979200|2|0|0
customerId|contractId|premiseId|dataStreamId|1603065600|4|0|0
customerId|contractId|premiseId|dataStreamId|1603152000|2|0|0
customerId|contractId|premiseId|dataStreamId|1603238400|2|0|0
